@relation nba_all
@attribute stats.totals.pts.value integer
@attribute stats.totals.ast.value integer
@attribute stats.totals.trb.value integer
@attribute stats.per_game.pts_per_g.value real
@attribute stats.per_game.ast_per_g.value real
@attribute stats.per_game.trb_per_g.value real
@attribute stats.advanced.per.value real
@attribute stats.advanced.ts_pct.value real
@attribute stats.advanced.ws.value real
@attribute stats.advanced.dws.value real
@attribute stats.advanced.ows.value real
@attribute stats.advanced.efg_pct.value real
@attribute stats.totals.g.value integer
@attribute honors.allstar_appearances integer
@attribute honors.championships integer
@attribute honors.mvpshares integer
@attribute hall_of_fame {True, False}
@data
10537,2674,1688,16.2,4.1,2.6,15.2,0.516,38.6,14.3,24.3,0.481,650,2,0,0,False
715,134,184,5.5,1.0,1.4,10.6,0.457,0.1,1.0,-0.9,0.426,129,0,0,0,False
4081,1000,4022,12.1,3.0,11.9,17.6,0.544,24.4,9.8,14.6,0.498,337,1,0,0,False
9017,1441,1274,17.5,2.8,2.5,14.4,0.503,23.6,12.7,11.0,0.459,516,0,2,0,False
8750,1739,1626,11.3,2.3,2.1,12.2,0.506,33.2,7.9,25.3,0.43,772,1,0,0,False
359,43,265,3.3,0.4,2.4,8.7,0.492,1.0,1.0,0.0,0.446,109,0,0,0,False
2698,288,1748,10.0,1.1,6.5,16.8,0.498,9.1,5.1,3.9,0.466,271,1,0,0,False
964,156,385,8.8,1.4,3.5,12.2,0.462,5.5,4.6,0.9,0.434,109,0,0,0,False
323,117,149,3.2,1.1,1.5,9.2,0.527,1.2,1.6,-0.4,0.491,102,0,0,0,False
569,296,565,4.1,2.1,4.1,10.6,0.47,2.7,2.8,-0.1,0.449,139,0,0,0,False
3368,420,2022,7.3,0.9,4.4,12.5,0.524,13.5,7.5,6.0,0.481,462,0,1,0,False
882,108,333,5.4,0.7,2.1,12.3,0.469,1.7,1.7,0.0,0.421,162,0,0,0,False
5802,3980,1729,8.7,6.0,2.6,13.0,0.488,16.6,13.9,2.8,0.448,665,0,0,0,False
4302,752,4218,7.0,1.2,6.8,13.8,0.527,29.4,20.4,9.0,0.488,617,0,0,0.004,False
2542,257,1384,8.9,0.9,4.8,13.7,0.541,8.8,4.9,3.9,0.522,286,0,0,0,False
9731,1798,1645,14.6,2.7,2.5,13.9,0.514,24.7,9.8,15.0,0.477,666,0,0,0,False
873,218,384,5.2,1.3,2.3,11.3,0.566,3.4,2.3,1.0,0.517,169,0,1,0,False
1625,170,1448,5.4,0.6,4.8,13.1,0.508,7.3,5.4,1.8,0.483,303,0,0,0,False
3886,1469,554,7.7,2.9,1.1,12.5,0.507,8.9,2.9,5.9,0.483,502,0,0,0,False
2407,455,897,8.2,1.5,3.1,12.8,0.487,5.8,4.3,1.5,0.445,294,0,0,0,False
1276,224,1160,3.4,0.6,3.1,11.4,0.48,7.9,6.4,1.5,0.444,371,0,1,0,False
7011,896,1187,20.0,2.6,3.4,15.6,0.519,30.6,9.7,20.8,0.451,350,3,0,0,False
1599,171,2647,2.6,0.3,4.2,9.4,0.441,12.3,19.1,-6.8,0.42,624,0,0,0,False
1498,141,666,6.1,0.6,2.7,13.8,0.516,5.7,1.5,4.2,0.48,244,0,0,0,False
2385,560,1266,3.3,0.8,1.8,11.2,0.505,16.5,9.2,7.2,0.492,720,0,3,0,False
6161,1197,2560,16.3,3.2,6.8,16.2,0.495,25.5,13.9,11.6,0.43,378,3,1,0,False
751,94,525,5.4,0.7,3.8,11.7,0.499,2.6,1.8,0.8,0.49,139,0,0,0,False
5759,1405,6099,7.2,1.8,7.6,12.3,0.49,30.1,18.3,11.7,0.458,801,1,0,0,False
15647,3170,6891,17.5,3.5,7.7,16.0,0.484,38.1,32.4,5.7,0.461,893,3,1,0.005,False
1106,301,217,8.6,2.4,1.7,9.7,0.498,1.7,0.2,1.4,0.445,128,0,0,0,False
3094,330,1286,10.5,1.1,4.4,19.0,0.549,16.9,3.0,13.9,0.514,295,0,0,0,False
3472,287,3584,7.3,0.6,7.5,15.1,0.477,20.0,11.7,8.2,0.44,475,1,0,0,False
15980,1668,2785,19.7,2.1,3.4,18.4,0.594,75.6,8.8,66.8,0.534,810,2,0,0.001,False
10981,1822,1838,14.0,2.3,2.3,15.0,0.522,34.6,16.5,18.1,0.473,786,0,0,0,False
928,135,609,3.6,0.5,2.3,9.8,0.51,2.9,3.4,-0.5,0.495,261,0,0,0,False
806,286,383,5.6,2.0,2.7,10.8,0.495,3.2,2.1,1.0,0.44,143,0,0,0,False
532,79,327,5.3,0.8,3.2,15.5,0.533,3.2,1.2,2.0,0.408,101,0,0,0,False
2186,339,780,5.8,0.9,2.1,10.5,0.496,4.9,3.2,1.7,0.466,379,0,0,0,False
5735,752,3224,12.3,1.6,6.9,14.8,0.495,25.5,15.5,10.0,0.446,468,2,0,0,False
287,94,126,2.8,0.9,1.2,10.2,0.451,2.1,0.9,1.2,0.344,103,0,0,0,False
1210,217,732,6.8,1.2,4.1,14.1,0.464,8.2,3.3,4.9,0.372,179,0,0,0,False
1042,566,548,7.3,4.0,3.9,12.9,0.379,1.0,3.1,-2.1,0.327,142,0,0,0,False
9821,1292,6427,12.5,1.6,8.2,13.9,0.506,45.8,27.1,18.7,0.478,788,0,1,0.017,False
4499,1027,4271,10.6,2.4,10.0,14.8,0.554,33.1,13.8,19.3,0.532,426,1,1,0,False
23334,2180,14715,14.5,1.4,9.1,19.2,0.571,147.0,73.0,74.0,0.537,1611,9,4,0.286,True
6945,1201,5525,9.3,1.6,7.4,15.2,0.539,41.8,14.1,27.7,0.479,743,0,0,0,False
704,114,385,5.3,0.9,2.9,11.2,0.5,3.1,2.0,1.1,0.427,133,0,0,0,False
7922,1394,3759,15.6,2.7,7.4,14.1,0.474,24.7,18.2,6.5,0.429,508,2,1,0,False
1962,346,1575,6.1,1.1,4.9,13.2,0.498,11.1,5.6,5.5,0.47,321,0,1,0,False
1553,298,512,7.7,1.5,2.5,13.3,0.46,1.8,2.0,-0.2,0.442,201,0,0,0,False
1228,208,438,7.7,1.3,2.8,13.6,0.492,5.9,3.0,3.0,0.426,159,0,0,0,False
1472,179,598,6.4,0.8,2.6,10.0,0.457,2.9,3.9,-1.0,0.436,230,0,0,0,False
1516,145,1045,6.5,0.6,4.5,15.1,0.537,7.8,4.7,3.1,0.485,233,0,0,0,False
3156,353,2848,6.2,0.7,5.6,8.3,0.376,3.4,16.0,-12.5,0.345,511,0,6,0,False
14857,2498,9306,14.6,2.4,9.1,16.2,0.519,69.0,40.6,28.4,0.472,1021,5,1,0.041,False
1934,457,499,5.5,1.3,1.4,11.9,0.523,6.9,3.1,3.8,0.483,349,1,0,0,False
13430,2922,3060,14.3,3.1,3.2,16.1,0.556,83.7,22.5,61.2,0.494,942,1,1,0.002,False
2432,363,1120,7.5,1.1,3.4,13.0,0.514,8.4,4.5,3.9,0.483,325,0,0,0,False
5943,508,1649,9.0,0.8,2.5,14.6,0.539,24.1,8.5,15.7,0.504,659,0,0,0,False
677,437,218,4.0,2.6,1.3,9.0,0.498,1.6,2.3,-0.7,0.447,169,0,0,0,False
7470,1188,1307,14.1,2.3,2.5,15.1,0.508,12.7,7.3,5.3,0.456,528,0,0,0,False
3906,913,855,7.4,1.7,1.6,11.3,0.451,4.5,6.6,-2.1,0.414,528,0,1,0,False
9810,3119,3555,11.6,3.7,4.2,17.3,0.532,59.6,25.7,33.9,0.492,846,0,3,0,False
9176,1086,3384,9.3,1.1,3.4,14.2,0.551,42.1,20.3,21.8,0.503,987,0,0,0,False
2016,977,459,6.2,3.0,1.4,10.5,0.499,4.8,3.3,1.4,0.449,325,0,0,0,False
9766,1894,5046,9.2,1.8,4.7,13.1,0.511,56.5,32.8,23.7,0.468,1065,0,0,0,False
9206,900,3909,16.0,1.6,6.8,16.8,0.534,41.7,18.0,23.7,0.482,575,0,0,0,False
409,235,98,3.7,2.1,0.9,7.8,0.468,0.0,0.7,-0.7,0.406,112,0,0,0,False
6120,1579,2098,10.8,2.8,3.7,11.9,0.46,17.9,10.4,7.6,0.394,565,2,0,0,False
4599,616,2986,6.8,0.9,4.4,13.2,0.497,20.9,16.6,4.3,0.467,681,0,0,0,False
3901,2678,1398,8.9,6.1,3.2,14.9,0.444,13.8,14.7,-0.8,0.413,437,0,0,0,False
840,89,291,5.8,0.6,2.0,16.4,0.57,4.6,1.7,2.9,0.528,145,0,0,0,False
1732,522,534,5.9,1.8,1.8,11.7,0.543,8.8,3.8,5.0,0.506,296,0,0,0,False
356,257,93,2.4,1.7,0.6,11.6,0.465,0.6,1.0,-0.4,0.425,151,0,0,0,False
7232,461,3741,10.3,0.7,5.3,17.6,0.555,32.1,16.7,15.4,0.517,700,1,0,0,False
12810,2141,6951,13.7,2.3,7.4,15.7,0.537,59.1,33.0,26.1,0.504,935,0,2,0.001,False
17772,7211,5030,16.5,6.7,4.7,16.8,0.511,95.5,35.4,60.2,0.432,1077,9,0,0.323,True
3056,670,1554,5.2,1.1,2.6,10.1,0.501,13.7,10.3,3.5,0.474,593,0,0,0,False
2901,281,1061,7.6,0.7,2.8,14.0,0.51,6.4,4.8,1.6,0.465,381,0,0,0,False
11778,1140,9528,18.4,1.8,14.9,20.1,0.507,64.8,41.2,23.7,0.468,639,7,3,0,True
1703,795,369,6.5,3.0,1.4,13.2,0.518,7.7,4.1,3.6,0.469,264,0,0,0,False
916,230,319,7.2,1.8,2.5,12.0,0.485,2.5,0.9,1.6,0.458,128,0,0,0,False
9377,4889,2625,10.9,5.7,3.0,16.6,0.534,68.2,32.9,35.3,0.469,864,1,0,0,False
6298,914,5996,6.6,1.0,6.3,12.9,0.539,36.6,31.2,5.4,0.512,953,0,0,0.007,False
8072,4342,1742,9.9,5.3,2.1,15.1,0.543,40.2,14.5,25.8,0.477,814,0,0,0,False
12367,2063,4615,14.0,2.3,5.2,16.9,0.552,55.1,28.5,26.7,0.513,883,2,0,0.001,False
3654,1955,626,7.9,4.2,1.3,13.0,0.53,11.0,8.0,2.9,0.484,465,0,2,0,False
13910,4012,6937,14.1,4.1,7.0,18.3,0.541,73.5,43.6,29.8,0.498,988,1,0,0,False
8636,1089,3711,8.7,1.1,3.7,12.6,0.514,41.7,15.6,26.0,0.451,994,0,0,0,False
10505,2030,2725,19.1,3.7,4.9,18.9,0.535,56.4,18.2,38.3,0.463,551,4,0,0,False
923,109,555,5.9,0.7,3.5,9.9,0.534,0.0,2.5,-2.5,0.516,157,0,0,0,False
4890,3866,1548,9.4,7.4,3.0,16.7,0.505,30.1,14.9,15.2,0.471,520,0,0,0,False
1826,623,3253,2.5,0.9,4.5,9.2,0.514,24.6,19.6,5.0,0.48,726,0,1,0,False
5642,936,2139,8.6,1.4,3.3,11.7,0.513,23.2,10.5,12.6,0.44,658,0,0,0,False
3602,681,2474,6.4,1.2,4.4,11.8,0.523,17.5,9.0,8.6,0.487,564,0,0,0,False
1930,342,1114,5.1,0.9,2.9,9.6,0.505,9.3,5.0,4.2,0.47,380,0,0,0,False
8094,1296,1774,12.9,2.1,2.8,13.4,0.53,33.4,11.8,21.6,0.502,629,0,0,0,False
2260,611,1418,5.6,1.5,3.5,12.3,0.476,7.6,5.5,2.1,0.446,407,0,0,0,False
5341,1212,2280,7.7,1.8,3.3,12.8,0.538,27.0,10.1,16.9,0.496,690,0,0,0,False
15324,1975,7666,11.9,1.5,6.0,15.5,0.552,105.4,43.0,62.3,0.494,1286,0,0,0,False
11199,2300,1593,14.3,2.9,2.0,16.1,0.547,53.7,15.5,38.2,0.503,784,2,0,0,False
1105,225,616,8.0,1.6,4.5,10.6,0.408,2.8,3.1,-0.3,0.323,138,0,0,0,False
1388,305,1187,4.2,0.9,3.6,9.5,0.494,4.7,5.4,-0.7,0.441,327,0,1,0,False
17770,1853,9383,18.7,2.0,9.9,19.1,0.544,114.8,31.0,83.8,0.48,950,6,2,0.024,True
4669,1909,1627,8.4,3.4,2.9,12.5,0.501,21.2,16.9,4.3,0.453,555,1,2,0,False
2739,299,1866,8.2,0.9,5.6,15.2,0.575,20.2,7.5,12.6,0.548,333,0,0,0,False
4977,1823,1286,9.3,3.4,2.4,13.8,0.618,33.4,11.1,22.3,0.529,536,1,1,0,False
2282,530,696,9.8,2.3,3.0,13.0,0.481,7.0,2.4,4.6,0.439,234,0,0,0,False
2509,435,1064,6.3,1.1,2.7,11.1,0.498,9.8,6.2,3.7,0.454,398,0,0,0,False
383,282,147,3.4,2.5,1.3,9.7,0.471,-0.3,1.2,-1.5,0.4,114,0,0,0,False
11763,5371,3039,13.4,6.1,3.5,15.4,0.505,55.4,17.4,38.0,0.464,878,0,0,0,False
6974,456,5654,10.9,0.7,8.9,16.9,0.481,39.6,12.7,26.9,0.412,637,1,0,0.012,False
1142,94,821,8.9,0.7,6.4,12.6,0.498,4.3,1.3,3.0,0.42,129,1,0,0,False
23149,3650,11463,27.4,4.3,13.5,22.7,0.494,104.2,40.5,63.6,0.431,846,11,0,1.659,True
413,36,294,3.2,0.3,2.3,9.0,0.411,1.2,2.0,-0.7,0.376,129,0,2,0,False
5011,2908,2399,7.4,4.3,3.5,10.4,0.435,38.6,37.9,0.7,0.387,676,0,8,0,True
432,84,314,3.7,0.7,2.7,14.2,0.597,3.5,1.5,2.0,0.498,118,0,0,0,False
1125,273,305,11.1,2.7,3.0,10.7,0.486,4.8,2.1,2.6,0.426,101,0,0,0,False
32292,5633,6672,30.1,5.3,6.2,27.9,0.569,214.0,64.1,149.9,0.509,1072,14,6,8.138,True
1390,136,744,5.3,0.5,2.8,13.3,0.484,6.0,3.1,3.0,0.451,263,0,1,0,False
4120,485,2790,5.8,0.7,3.9,13.9,0.546,28.7,15.0,13.7,0.493,715,0,0,0,False
12713,1390,6106,13.2,1.4,6.3,15.2,0.588,72.8,29.4,43.5,0.525,963,1,3,0,False
527,266,166,3.9,2.0,1.2,10.8,0.455,-0.4,0.4,-0.9,0.413,134,0,0,0,False
1845,706,357,6.9,2.6,1.3,11.8,0.485,4.4,3.0,1.4,0.448,267,0,0,0,False
3455,287,1983,7.0,0.6,4.0,12.0,0.513,16.9,11.2,5.7,0.472,492,0,0,0,False
1290,160,500,9.0,1.1,3.5,17.2,0.541,5.4,2.2,3.1,0.473,143,0,0,0,False
794,144,731,5.3,1.0,4.9,11.4,0.452,2.2,3.0,-0.8,0.407,149,0,0,0,False
1014,186,1018,2.1,0.4,2.1,7.4,0.517,4.0,4.1,-0.1,0.469,474,0,0,0,False
9397,4073,1454,12.8,5.5,2.0,14.9,0.57,46.8,14.0,32.8,0.525,737,0,2,0.005,False
5396,2514,1170,9.4,4.4,2.0,12.6,0.493,23.1,5.6,17.4,0.461,576,0,0,0,False
12748,2677,6465,14.1,3.0,7.2,16.9,0.517,58.6,33.3,25.3,0.45,904,0,0,0,False
502,44,372,3.9,0.3,2.9,14.2,0.502,1.9,1.0,0.8,0.471,130,0,0,0,False
15279,4687,2543,15.9,4.9,2.6,15.2,0.516,74.1,31.2,42.9,0.474,960,7,1,0,False
2481,1236,684,5.9,3.0,1.6,13.3,0.57,12.0,4.4,7.7,0.521,418,0,0,0,False
12541,1813,4405,14.8,2.1,5.2,15.2,0.516,59.3,22.4,36.9,0.465,849,2,0,0,False
1127,229,220,9.0,1.8,1.8,13.9,0.519,5.3,1.4,3.9,0.415,125,0,0,0,False
3575,462,2574,7.9,1.0,5.7,10.5,0.495,8.8,10.3,-1.4,0.459,454,0,0,0,False
12065,6386,1991,15.7,8.3,2.6,15.3,0.517,47.6,16.6,31.0,0.488,768,2,2,0.009,False
1090,304,248,7.0,2.0,1.6,8.8,0.425,-1.0,1.7,-2.7,0.402,155,0,0,0,False
11528,2556,5450,18.7,4.1,8.8,19.9,0.55,76.7,24.6,52.1,0.48,616,5,1,0.036,True
507,114,307,2.9,0.7,1.8,5.2,0.375,-1.6,2.0,-3.6,0.338,172,0,0,0,False
6334,1524,1830,9.9,2.4,2.9,12.3,0.498,33.2,18.7,14.5,0.47,639,0,1,0,False
733,428,194,6.5,3.8,1.7,12.2,0.51,2.1,1.5,0.6,0.464,113,0,0,0,False
1273,326,233,11.1,2.8,2.0,11.7,0.518,2.4,1.4,1.0,0.459,115,0,0,0,False
14522,4100,21620,15.1,4.3,22.5,18.9,0.471,163.5,133.6,29.9,0.44,963,12,11,4.827,True
1658,265,837,7.8,1.2,3.9,10.7,0.451,3.3,2.9,0.4,0.412,213,0,0,0,False
4423,374,3268,6.5,0.6,4.8,12.0,0.535,16.4,6.6,9.8,0.497,679,0,0,0,False
18458,2871,4578,20.0,3.1,5.0,19.0,0.542,67.8,21.3,46.5,0.498,923,3,2,0.039,False
5130,1138,1192,13.2,2.9,3.1,16.4,0.559,19.8,7.6,12.2,0.525,388,0,0,0,False
26668,2677,7169,24.8,2.5,6.7,21.6,0.536,117.5,35.1,82.3,0.478,1074,9,0,0.849,True
2335,608,3639,3.2,0.8,5.0,9.6,0.475,21.2,21.8,-0.5,0.435,725,0,0,0,False
3697,635,2036,6.0,1.0,3.3,8.4,0.512,8.9,7.5,1.4,0.478,612,0,0,0,False
2150,1754,679,5.6,4.6,1.8,13.0,0.519,9.6,7.4,2.2,0.469,385,0,0,0,False
5228,916,3356,7.0,1.2,4.5,12.8,0.567,41.5,24.3,17.2,0.506,748,0,4,0,False
2633,860,704,9.4,3.1,2.5,11.9,0.541,15.4,3.7,11.7,0.463,281,0,0,0,False
2882,715,660,7.6,1.9,1.7,11.2,0.494,5.8,4.7,1.1,0.47,381,0,0,0,False
5594,648,4360,12.0,1.4,9.4,15.8,0.5,24.8,16.8,8.0,0.468,465,1,0,0,False
3625,1061,2893,7.4,2.2,5.9,15.2,0.557,21.1,15.3,5.8,0.535,493,0,0,0,False
2622,1674,709,4.6,2.9,1.2,12.2,0.525,20.2,9.5,10.7,0.48,574,0,0,0,False
9870,1661,8409,9.1,1.5,7.7,14.1,0.516,89.8,48.5,41.3,0.461,1089,0,1,0.001,False
841,51,443,5.6,0.3,2.9,11.7,0.502,1.9,0.8,1.1,0.46,151,0,0,0,False
2546,1767,642,5.1,3.6,1.3,10.1,0.516,7.9,1.5,6.4,0.498,496,0,0,0,False
2860,494,3353,6.4,1.1,7.5,11.3,0.486,15.8,11.8,4.0,0.452,445,0,0,0,False
3738,1613,815,6.5,2.8,1.4,13.8,0.537,21.2,5.9,15.3,0.483,579,0,0,0,False
2566,514,1615,8.6,1.7,5.4,13.2,0.535,9.6,6.8,2.8,0.505,300,0,1,0,False
1000,152,641,3.5,0.5,2.3,10.3,0.531,5.2,2.8,2.4,0.505,282,0,0,0,False
4676,631,2877,6.2,0.8,3.8,12.0,0.518,16.2,9.4,6.8,0.459,749,0,0,0,False
3952,947,1282,6.9,1.6,2.2,10.0,0.514,15.4,11.7,3.7,0.491,575,0,1,0,False
2056,265,1703,4.4,0.6,3.6,12.0,0.498,11.8,6.9,4.9,0.472,472,0,0,0,False
336,201,123,2.9,1.7,1.1,8.5,0.45,0.2,1.0,-0.9,0.411,117,0,0,0,False
5450,2219,2787,7.8,3.2,4.0,14.6,0.52,24.6,9.5,15.1,0.462,695,0,0,0,False
605,363,262,3.4,2.0,1.5,10.2,0.444,2.0,3.1,-1.1,0.414,180,0,0,0,False
8717,1355,3949,13.5,2.1,6.1,14.5,0.514,27.1,18.4,8.8,0.501,646,0,0,0,False
851,177,226,4.9,1.0,1.3,11.6,0.515,2.1,0.7,1.4,0.478,172,0,0,0,False
4434,1078,680,12.1,2.9,1.9,12.5,0.459,3.9,7.7,-3.8,0.412,366,0,1,0,False
3620,678,3172,5.4,1.0,4.7,10.4,0.49,14.4,13.6,0.7,0.473,674,0,2,0,False
1935,542,1485,4.3,1.2,3.3,10.9,0.454,6.2,5.8,0.4,0.433,453,0,0,0,False
2622,298,936,8.6,1.0,3.1,14.0,0.509,8.0,3.8,4.2,0.474,306,0,0,0,False
1859,661,608,9.2,3.3,3.0,11.2,0.397,5.2,6.3,-1.1,0.315,203,0,0,0,False
8120,1225,1860,13.4,2.0,3.1,13.7,0.483,24.4,10.8,13.6,0.44,605,1,0,0,False
12803,2437,6620,16.8,3.2,8.7,16.2,0.502,42.4,20.5,21.9,0.459,760,4,0,0.012,False
1015,206,758,5.0,1.0,3.8,12.2,0.537,4.5,3.8,0.7,0.494,201,0,0,0,False
10882,1734,3630,12.6,2.0,4.2,14.1,0.479,33.3,16.7,16.6,0.45,865,0,0,0,False
8940,2332,5033,9.5,2.5,5.3,12.6,0.572,48.0,18.8,29.2,0.492,946,0,0,0,False
5118,2467,1261,10.1,4.9,2.5,17.4,0.523,25.6,11.9,13.7,0.473,508,0,0,0,False
7410,981,4032,11.9,1.6,6.5,14.6,0.512,32.8,18.2,14.6,0.471,624,0,0,0,False
1755,179,1290,6.3,0.6,4.6,12.6,0.5,6.0,3.2,2.8,0.461,278,0,0,0,False
5690,606,3423,10.1,1.1,6.1,16.1,0.542,39.4,15.9,23.5,0.516,563,0,0,0,False
7994,1019,2117,11.6,1.5,3.1,14.5,0.509,20.7,12.4,8.3,0.46,690,0,1,0,False
5323,938,3131,13.2,2.3,7.8,15.1,0.547,30.4,18.0,12.4,0.486,403,0,0,0,False
17454,3594,2796,18.8,3.9,3.0,17.2,0.517,77.4,26.5,50.9,0.464,926,4,1,0.017,True
11655,2429,1860,16.7,3.5,2.7,14.4,0.515,42.9,9.8,33.0,0.461,698,2,0,0,False
745,175,878,2.9,0.7,3.4,9.2,0.41,1.0,3.7,-2.6,0.388,261,0,1,0,False
1219,174,242,9.8,1.4,2.0,12.6,0.494,3.2,2.0,1.2,0.439,124,0,0,0,False
388,112,586,2.8,0.8,4.2,7.9,0.39,0.8,2.1,-1.3,0.367,138,0,0,0,False
816,519,184,3.4,2.2,0.8,9.8,0.482,0.7,2.1,-1.5,0.442,239,0,0,0,False
6520,459,3314,12.7,0.9,6.4,14.1,0.523,20.9,9.3,11.6,0.485,515,0,0,0,False
15028,2109,6239,18.1,2.5,7.5,19.0,0.549,71.2,21.1,50.1,0.479,830,1,0,0,False
8706,978,8605,8.0,0.9,7.9,15.2,0.546,86.9,41.4,45.5,0.53,1094,1,0,0,False
9147,972,3183,11.1,1.2,3.9,14.9,0.535,34.7,16.6,18.0,0.49,822,0,1,0,False
1080,111,351,10.6,1.1,3.4,15.9,0.549,4.5,2.3,2.1,0.511,102,0,0,0,False
14053,2497,9618,16.1,2.9,11.0,15.5,0.472,60.8,47.7,13.1,0.432,875,8,2,0.014,True
1502,320,315,9.9,2.1,2.1,11.6,0.48,1.1,1.4,-0.3,0.438,151,0,0,0,False
14311,946,7137,17.1,1.1,8.5,21.2,0.583,89.7,48.0,41.8,0.529,838,7,1,0.968,False
1795,1244,618,5.9,4.1,2.0,9.9,0.456,4.0,5.6,-1.6,0.407,303,0,0,0,False
910,165,751,5.8,1.1,4.8,7.7,0.375,2.1,4.9,-2.8,0.315,157,0,0,0,False
14862,1499,6004,12.7,1.3,5.1,14.7,0.539,59.7,27.7,32.0,0.495,1168,0,3,0,False
4368,3013,1283,7.9,5.5,2.3,13.4,0.491,12.0,14.0,-1.9,0.462,552,0,0,0,False
1654,154,547,6.6,0.6,2.2,12.9,0.521,6.5,2.5,3.9,0.462,252,0,0,0,False
11121,2224,5806,12.8,2.6,6.7,16.9,0.557,64.9,30.3,34.6,0.486,868,1,0,0,False
3951,690,1416,10.5,1.8,3.8,15.7,0.512,12.3,6.1,6.1,0.462,375,0,0,0,False
2500,730,592,13.4,3.9,3.2,12.4,0.503,7.4,3.2,4.2,0.461,187,0,0,0,False
2815,339,2488,4.8,0.6,4.2,12.1,0.538,19.3,10.9,8.4,0.507,587,0,0,0,False
882,181,505,6.3,1.3,3.6,6.4,0.405,-0.8,2.5,-3.3,0.372,141,0,0,0,False
6984,652,4881,10.1,0.9,7.1,15.4,0.53,35.8,19.2,16.6,0.506,689,0,0,0,False
588,93,247,5.3,0.8,2.2,11.7,0.454,1.0,1.0,0.0,0.412,112,0,0,0,False
428,56,438,3.2,0.4,3.3,8.5,0.424,0.7,2.2,-1.5,0.437,134,0,0,0,False
3355,856,1391,8.2,2.1,3.4,12.1,0.517,14.6,9.2,5.4,0.495,407,0,0,0,False
3823,1661,677,8.0,3.5,1.4,13.7,0.541,15.6,3.7,11.9,0.493,476,0,0,0,False
886,144,533,7.0,1.1,4.2,11.8,0.525,4.1,3.0,1.2,0.498,127,0,0,0,False
1595,165,1040,8.1,0.8,5.3,12.2,0.461,4.5,1.3,3.2,0.413,196,0,0,0,False
301,54,228,2.9,0.5,2.2,10.1,0.493,2.1,1.1,0.9,0.416,103,0,0,0,False
11549,2243,2163,15.9,3.1,3.0,13.2,0.477,30.2,11.4,18.8,0.434,727,5,0,0,False
5439,603,3764,8.1,0.9,5.6,12.7,0.55,27.6,15.1,12.5,0.511,670,0,0,0,False
5012,1214,1463,10.8,2.6,3.1,14.5,0.485,17.2,7.2,10.0,0.433,466,0,0,0,False
285,63,261,1.9,0.4,1.7,6.4,0.443,1.3,1.1,0.2,0.419,153,0,0,0,False
8192,1234,2402,11.2,1.7,3.3,14.1,0.562,44.0,13.7,30.4,0.541,733,0,0,0,False
587,93,536,2.7,0.4,2.5,9.4,0.429,1.0,2.7,-1.8,0.405,217,0,0,0,False
5327,1007,2252,7.4,1.4,3.1,11.7,0.535,23.6,14.2,9.4,0.492,719,0,1,0,False
3545,772,620,16.6,3.6,2.9,14.8,0.482,7.1,5.3,1.8,0.415,213,0,0,0,False
2214,309,1008,5.3,0.7,2.4,11.6,0.48,5.8,6.3,-0.5,0.455,415,0,0,0,False
26595,2798,5602,25.1,2.6,5.3,21.4,0.564,116.3,28.6,87.7,0.507,1060,12,0,0.911,True
555,135,822,3.6,0.9,5.3,10.6,0.433,2.2,1.7,0.5,0.396,155,0,0,0,False
574,98,162,5.5,0.9,1.5,8.1,0.454,0.1,1.3,-1.1,0.408,105,0,0,0,False
4496,952,710,7.6,1.6,1.2,15.1,0.576,25.3,6.7,18.7,0.543,593,0,0,0,False
10465,1862,5261,12.5,2.2,6.3,16.4,0.629,78.5,25.3,53.2,0.546,835,0,2,0,False
20497,3398,3801,21.0,3.5,3.9,17.6,0.557,79.3,20.0,59.3,0.497,976,6,1,0.009,False
7763,1082,6957,6.9,1.0,6.2,11.6,0.535,51.7,41.2,10.5,0.493,1117,0,1,0,False
9217,2533,2354,12.4,3.4,3.2,12.2,0.486,38.8,23.4,15.4,0.448,742,1,2,0,True
9407,3174,2205,13.4,4.5,3.1,15.5,0.504,42.0,19.4,22.6,0.463,702,0,1,0.003,False
2228,420,517,11.9,2.2,2.8,10.1,0.453,6.0,6.2,-0.2,0.414,187,0,0,0,False
645,77,480,4.6,0.6,3.4,8.5,0.477,0.5,1.3,-0.8,0.439,140,0,0,0,False
397,90,157,3.2,0.7,1.3,9.1,0.446,0.4,0.7,-0.3,0.402,123,0,0,0,False
1745,752,405,5.8,2.5,1.4,12.9,0.513,5.9,2.6,3.3,0.46,300,0,0,0,False
5252,1049,2441,8.7,1.7,4.0,12.2,0.499,12.9,10.3,2.6,0.453,606,0,0,0,False
6328,2483,2463,8.9,3.5,3.5,11.3,0.489,36.5,20.6,15.9,0.451,711,0,0,0,False
2955,478,1770,7.2,1.2,4.3,11.7,0.43,7.0,5.7,1.3,0.391,413,0,0,0,False
2397,914,1375,4.7,1.8,2.7,9.6,0.459,8.5,7.8,0.7,0.433,505,0,0,0,False
906,148,1020,2.3,0.4,2.6,8.6,0.497,3.3,4.4,-1.1,0.446,386,0,0,0,False
10158,3779,2370,15.5,5.8,3.6,17.3,0.509,37.1,22.3,14.8,0.456,655,0,0,0.009,False
2370,500,786,5.5,1.2,1.8,10.1,0.497,11.5,9.0,2.5,0.469,431,0,1,0,False
14437,2575,14464,15.0,2.7,15.0,16.5,0.47,78.0,62.2,15.8,0.421,964,7,0,0.37,True
